"CpG_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol"
"cg00027232",0.286259694344115,0.548132772398548,24.0420356993388,7.47384430887078e-93,2.35517709923493e-91,200.452327846545,"TGOLN2"
"cg00027570",-0.231480890207369,0.600141526201503,-17.8275380765166,1.35853084497329e-58,1.42245523558433e-57,121.660081345822,"CD2"
"cg00028013",0.28304574428749,0.551385460382006,30.9071204887116,1.4128371316062e-131,3.88833575855607e-129,289.588364010157,"LOXL1"
"cg00030296",0.297230160686184,0.404884579583519,29.3890519138548,4.49070459539572e-123,6.69908594230327e-121,270.013586189229,"SEPT9"
"cg00030296",0.297230160686184,0.404884579583519,29.3890519138548,4.49070459539572e-123,6.69908594230327e-121,270.013586189229,"SEPT9"
"cg00030296",0.297230160686184,0.404884579583519,29.3890519138548,4.49070459539572e-123,6.69908594230327e-121,270.013586189229,"SEPT9"
"cg00030432",0.295665343416015,0.549373133554959,19.7904581400572,3.72536582056169e-69,5.42083019749983e-68,145.939551786527,"MEPCE"
"cg00031162",-0.210251492151319,0.696192844613817,-26.4599719071804,1.5503821657061e-106,8.76953446706118e-105,231.943099751055,"TNFSF12-TNFSF13"
"cg00031162",-0.210251492151319,0.696192844613817,-26.4599719071804,1.5503821657061e-106,8.76953446706118e-105,231.943099751055,"TNFSF12"
"cg00032884",-0.385116819476539,0.608430103345133,-24.6773676894088,1.91773988366107e-96,6.94038684676133e-95,208.7154009731,"FOXN2"
"cg00034336",0.247975111550535,0.204067571577137,29.8521650096776,1.12719064459979e-125,2.04163646405567e-123,276.000158979363,NA
"cg00036976",0.24805961828256,0.284044947719159,28.3721750908261,2.39212859128627e-117,2.43438092108243e-115,256.830435533901,NA
"cg00040837",0.302431360990907,0.531388850339862,23.4105017460132,2.72678274408341e-89,7.58385193575591e-88,192.255840338293,NA
"cg00041989",0.234363880219548,0.392975083869367,25.397529365887,1.61085060064472e-100,6.95784426552271e-99,218.095250410244,NA
"cg00042568",0.22705060262792,0.168475178776125,29.9781869284924,2.21483515539885e-126,4.24262832584961e-124,277.62708292285,"NR2C2"
"cg00044505",0.311011575009113,0.355059750638622,31.4975344289767,7.27343170143586e-135,2.60149090403933e-132,297.159582412093,NA
"cg00044665",0.216579418647561,0.36687469612965,25.251284601209,1.08402551014421e-99,4.50634503988677e-98,216.189677028841,"CDH5"
"cg00050618",-0.336025885206271,0.620566200609816,-21.3496016040278,9.46263792086397e-78,1.79460909385449e-76,165.70656088786,"IL21R"
"cg00050618",-0.336025885206271,0.620566200609816,-21.3496016040278,9.46263792086397e-78,1.79460909385449e-76,165.70656088786,"IL21R"
"cg00054774",0.239302162610971,0.51504712991698,26.5120328136492,7.86419707261053e-107,4.51774956588859e-105,232.621611537137,"C2CD2"
"cg00056066",0.223146462178721,0.622797591854604,20.6559314683149,6.57954007323841e-74,1.10522838119805e-72,156.869556069644,"ARHGAP21"
"cg00058291",0.200969990087147,0.687620983070536,22.5003497382747,3.55795756499158e-84,8.30183370714834e-83,180.486126623468,NA
"cg00060800",0.317908446038979,0.472965296694708,24.0854774792279,4.24836475841879e-93,1.35146268722552e-91,201.016844814002,NA
"cg00061695",0.210146774447598,0.443054204119163,26.7563425404514,3.25445144287514e-108,1.99307839561882e-106,235.805341937925,"NLGN2"
"cg00061792",0.258579942152199,0.524791461928091,24.8494670393606,2.03803756836322e-97,7.6804615352211e-96,210.95591291368,NA
"cg00065048",0.333965990025404,0.412351336675584,30.3867381908459,1.14124878786759e-128,2.57152110466661e-126,282.894699218172,"FGR"
"cg00066854",0.318655948220108,0.425604929951224,27.3707543089141,1.08604501317008e-111,7.96150881956969e-110,243.807976887709,NA
"cg00067720",0.289425555561055,0.341024510276823,27.6500853540176,2.86095222795024e-113,2.28660381274116e-111,247.443484708902,"PIK3R1"
"cg00073090",0.207736387487698,0.39259524243805,25.4910200191537,4.76089606708246e-101,2.10895017450525e-99,219.313582232916,NA
"cg00079551",0.211773654188209,0.680234005563759,21.2685647475797,2.66806373401855e-77,4.98091038392431e-76,164.671077284963,"THUMPD2"
"cg00079551",0.211773654188209,0.680234005563759,21.2685647475797,2.66806373401855e-77,4.98091038392431e-76,164.671077284963,"THUMPD2"
"cg00084577",0.318767480395547,0.62669555135537,19.8623304292986,1.50798302703396e-69,2.22035030274528e-68,146.842694275885,"SRCAP"
"cg00084577",0.318767480395547,0.62669555135537,19.8623304292986,1.50798302703396e-69,2.22035030274528e-68,146.842694275885,"SNORA30"
"cg00091302",0.242714060060699,0.599743423055093,26.3232398185297,9.21945929782029e-106,5.04276114322616e-104,230.160968068804,NA
"cg00091349",0.214809969832183,0.583596583412771,15.764489940639,6.18430028771284e-48,4.53744339448415e-47,97.1759939198569,"P2RY13"
"cg00091349",0.214809969832183,0.583596583412771,15.764489940639,6.18430028771284e-48,4.53744339448415e-47,97.1759939198569,"MED12L"
"cg00099766",0.220043518747418,0.214117652062463,29.8003883104756,2.200139222231e-125,3.9007037285113e-123,275.331456982277,"RRAGD"
"cg00100420",0.235443588687094,0.214336466947536,29.5429425072102,6.13275256045854e-124,9.80488443193339e-122,272.004227216192,NA
"cg00101715",0.216254567724033,0.232556406268822,28.5513509864177,2.33493628479054e-118,2.53771060980623e-116,259.156708938782,"FAM55C"
"cg00101715",0.216254567724033,0.232556406268822,28.5513509864177,2.33493628479054e-118,2.53771060980623e-116,259.156708938782,"FAM55C"
"cg00103299",-0.260856542671342,0.681433782089561,-24.167907440077,1.45424451688225e-93,4.72549047972512e-92,202.088220774152,NA
"cg00105306",0.212092924738267,0.626350620552298,24.2899869717024,2.97095905047866e-94,9.91092925802715e-93,203.675432808464,"WDR73"
"cg00106345",0.253863900092326,0.434982091527784,20.2691409863848,8.88060549119408e-72,1.40168024708967e-70,151.970546808847,NA
"cg00107970",0.358843401179846,0.425429508114794,29.0510407515109,3.57606398735413e-121,4.71308150093311e-119,265.636909322021,NA
"cg00112238",0.281226710713787,0.350839699306189,26.0646779977533,2.68524745640826e-104,1.37142822823602e-102,226.790695230464,"SSBP3"
"cg00112238",0.281226710713787,0.350839699306189,26.0646779977533,2.68524745640826e-104,1.37142822823602e-102,226.790695230464,"SSBP3"
"cg00112238",0.281226710713787,0.350839699306189,26.0646779977533,2.68524745640826e-104,1.37142822823602e-102,226.790695230464,"SSBP3"
"cg00112952",0.33028172668839,0.578415041371993,17.3209772802176,6.28078683627954e-56,6.02565858746674e-55,115.536317411719,"OR2B11"
"cg00113675",0.239182918707789,0.367577523916915,19.8586997026026,1.57850799930212e-69,2.32320824867686e-68,146.797049970981,"HLA-H"
"cg00116699",0.295002351017181,0.569565627986104,30.495838419032,2.80022181189449e-129,6.57823862646469e-127,284.299565485633,"HDAC4"
"cg00118808",0.310035762923623,0.36954642161611,27.5046547142724,1.89959262536938e-112,1.45476706521031e-110,245.550951661331,NA
"cg00121045",0.415108530075365,0.505160345826689,25.4874842497909,4.98551206077828e-101,2.20585750873784e-99,219.267503724816,"UNKL"
"cg00122347",-0.28270247711894,0.589768085438069,-24.1891686584837,1.10288532675869e-93,3.60135518726869e-92,202.364606066603,"TMEM180"
"cg00122659",-0.328344498321592,0.705357679700267,-23.1684391152826,6.28812211949603e-88,1.66974571121095e-86,189.120032164914,NA
"cg00127487",0.220244309679618,0.589075305177251,28.9403230345246,1.50198534112226e-120,1.89034151195212e-118,264.202063866269,NA
"cg00130693",0.258216161729043,0.633960008177582,28.0395281152897,1.80424297717724e-115,1.64054491107873e-113,252.508333586056,"PYCR2"
"cg00133624",0.21490812364852,0.350543993346456,24.4058221122094,6.57996708455985e-95,2.25079447139212e-93,205.181969764774,"EFCAB4B"
"cg00133624",0.21490812364852,0.350543993346456,24.4058221122094,6.57996708455985e-95,2.25079447139212e-93,205.181969764774,"EFCAB4B"
"cg00134539",-0.209952064253915,0.478913111708803,-14.415780634283,2.72259096971611e-41,1.58785812142585e-40,81.92640550413,"UBASH3A"
"cg00134539",-0.209952064253915,0.478913111708803,-14.415780634283,2.72259096971611e-41,1.58785812142585e-40,81.92640550413,"UBASH3A"
"cg00139477",0.301988867021751,0.418223389330946,23.6530693051232,1.17081063253365e-90,3.41611390418359e-89,195.401633498567,"ST8SIA4"
"cg00139477",0.301988867021751,0.418223389330946,23.6530693051232,1.17081063253365e-90,3.41611390418359e-89,195.401633498567,"ST8SIA4"
"cg00139681",0.247173231425462,0.44663903925057,28.4633707695441,7.31796244218195e-118,7.6715339686111e-116,258.014608778755,NA
"cg00147172",0.210426828152295,0.640301635996091,19.1301115415469,1.45074970430555e-65,1.88652082532091e-64,137.684471587289,NA
"cg00147332",0.243121845799617,0.350411399786414,29.8088967084769,1.97113192995474e-125,3.50705684272046e-123,275.441354694426,NA
"cg00147751",-0.228434177263201,0.447016086742976,-19.4443510282147,2.86581353675837e-67,3.9345954548534e-66,141.602916853953,"PVRIG"
"cg00147751",-0.228434177263201,0.447016086742976,-19.4443510282147,2.86581353675837e-67,3.9345954548534e-66,141.602916853953,"GATS"
"cg00147751",-0.228434177263201,0.447016086742976,-19.4443510282147,2.86581353675837e-67,3.9345954548534e-66,141.602916853953,"GATS"
"cg00147751",-0.228434177263201,0.447016086742976,-19.4443510282147,2.86581353675837e-67,3.9345954548534e-66,141.602916853953,"GATS"
"cg00147751",-0.228434177263201,0.447016086742976,-19.4443510282147,2.86581353675837e-67,3.9345954548534e-66,141.602916853953,"GATS"
"cg00153919",0.205501496857859,0.309284772268093,21.2294145847955,4.40116312796589e-77,8.15880469020179e-76,164.171099930259,NA
"cg00154119",0.304030052006194,0.517650421819708,31.7914941694169,1.69360649924197e-136,6.85310292975755e-134,300.919364279708,NA
"cg00158530",0.256666203524925,0.626996123180474,20.7945219316992,1.12900397031603e-74,1.94117892221697e-73,158.630104072939,"WWP2"
"cg00158530",0.256666203524925,0.626996123180474,20.7945219316992,1.12900397031603e-74,1.94117892221697e-73,158.630104072939,"MIR140"
"cg00158530",0.256666203524925,0.626996123180474,20.7945219316992,1.12900397031603e-74,1.94117892221697e-73,158.630104072939,"WWP2"
"cg00158770",0.262051111679146,0.62240655786727,23.2105474299144,3.64377777049669e-88,9.75179334907452e-87,189.665263021903,"CSGALNACT1"
"cg00158770",0.262051111679146,0.62240655786727,23.2105474299144,3.64377777049669e-88,9.75179334907452e-87,189.665263021903,"CSGALNACT1"
"cg00158770",0.262051111679146,0.62240655786727,23.2105474299144,3.64377777049669e-88,9.75179334907452e-87,189.665263021903,"CSGALNACT1"
"cg00159523",0.345983446569214,0.453932609216378,20.3149430001844,4.97371827421844e-72,7.90853542198193e-71,152.549510333016,"TCF7L2"
"cg00159523",0.345983446569214,0.453932609216378,20.3149430001844,4.97371827421844e-72,7.90853542198193e-71,152.549510333016,"TCF7L2"
"cg00159523",0.345983446569214,0.453932609216378,20.3149430001844,4.97371827421844e-72,7.90853542198193e-71,152.549510333016,"TCF7L2"
"cg00159523",0.345983446569214,0.453932609216378,20.3149430001844,4.97371827421844e-72,7.90853542198193e-71,152.549510333016,"TCF7L2"
"cg00159523",0.345983446569214,0.453932609216378,20.3149430001844,4.97371827421844e-72,7.90853542198193e-71,152.549510333016,"TCF7L2"
"cg00159523",0.345983446569214,0.453932609216378,20.3149430001844,4.97371827421844e-72,7.90853542198193e-71,152.549510333016,"TCF7L2"
"cg00160981",0.2018145591712,0.248412798736507,28.4226509247803,1.24180806925751e-117,1.28542618705049e-115,257.485903916682,"FCRLB"
"cg00168694",0.417231471081892,0.440351521363362,29.8514886031498,1.13708094193961e-125,2.05790273369362e-123,275.991424126514,"ETS2"
"cg00173776",0.299802985937305,0.59479770128621,16.7615431588827,5.09065585771504e-53,4.42904875546255e-52,108.853602888289,"PUM1"
"cg00173776",0.299802985937305,0.59479770128621,16.7615431588827,5.09065585771504e-53,4.42904875546255e-52,108.853602888289,"PUM1"
"cg00176043",0.26004509224122,0.448671715177764,27.6659822245466,2.32625996865035e-113,1.86716924178775e-111,247.650320006993,NA
"cg00179026",-0.335278255359464,0.694081043142826,-29.1822766370386,6.53108303928137e-122,9.05333368373767e-120,267.336883673007,NA
"cg00181432",0.271199833218758,0.440428789625688,28.04431942811,1.69527238033474e-115,1.54301161597182e-113,252.570615754123,"LSG1"
"cg00183239",-0.245978960960228,0.693172616414521,-23.4964895930433,8.93639249623039e-90,2.52532483548618e-88,193.370617897697,"DHTKD1"
"cg00186909",0.239584181330642,0.394568297993336,25.5510943075368,2.17527597900433e-101,9.77659821722901e-100,220.096496282382,"PLEKHG7"
"cg00187686",0.313353694052818,0.294558678877164,32.5676163111582,8.55407665262993e-141,4.86832408014134e-138,310.812507840828,"TCN1"
"cg00187889",-0.245984076036101,0.649536400853488,-22.2500451850949,8.98077087427032e-83,1.99753058911426e-81,177.260473892149,"TAGAP"
"cg00187889",-0.245984076036101,0.649536400853488,-22.2500451850949,8.98077087427032e-83,1.99753058911426e-81,177.260473892149,"TAGAP"
"cg00187889",-0.245984076036101,0.649536400853488,-22.2500451850949,8.98077087427032e-83,1.99753058911426e-81,177.260473892149,"TAGAP"
"cg00188748",0.355759408358086,0.338099788956734,27.6997266077712,1.49947390648718e-113,1.21999904227988e-111,248.089346489155,"FPGS"
"cg00188748",0.355759408358086,0.338099788956734,27.6997266077712,1.49947390648718e-113,1.21999904227988e-111,248.089346489155,"FPGS"
"cg00192026",0.214497152275526,0.695336303078227,18.4347262855984,8.00311523411077e-62,9.26213965217834e-61,129.083227894907,NA
"cg00192220",0.204434187243463,0.383953486261353,24.7724920856422,5.55525409042627e-97,2.05838291620313e-95,209.953702244933,NA
"cg00192882",0.257930626546558,0.551223160354886,30.6381859805476,4.48308299983921e-130,1.11572296618606e-127,286.131363099237,"MFAP4"
"cg00201196",0.26932093881269,0.636253627924819,44.9953096523197,8.55884099357327e-206,1.9362366420326e-200,460.495837840554,"C16orf68"
"cg00204748",0.242478907287067,0.66560407266122,25.4915761785365,4.7264980025559e-101,2.09432788243113e-99,219.320830171136,"FAR2"
"cg00204748",0.242478907287067,0.66560407266122,25.4915761785365,4.7264980025559e-101,2.09432788243113e-99,219.320830171136,"FAR2"
"cg00206490",0.237961655281466,0.344617553551488,26.3617424628586,5.58048371136891e-106,3.07915438617073e-104,230.66281434657,"ANKRD11"
"cg00207226",0.247589085720649,0.608015532090742,22.1951553358799,1.82168094660357e-82,4.0102418592596e-81,176.553852783404,"FLJ44606"
"cg00207226",0.247589085720649,0.608015532090742,22.1951553358799,1.82168094660357e-82,4.0102418592596e-81,176.553852783404,"FLJ44606"
"cg00209037",0.262557141829554,0.452622663510735,30.1394424439065,2.76524019741805e-127,5.70255799016586e-125,279.70746434151,NA
"cg00211115",0.22555393992818,0.6472203228092,27.7456643842473,8.24760696084668e-114,6.81456265934252e-112,248.686959885334,NA
"cg00211174",0.356845124131494,0.481278283174847,24.7053186884758,1.332573225337e-96,4.856437805263e-95,209.079233227232,"MCM2"
"cg00218914",0.244345539557761,0.357302324175486,25.3711378995855,2.2723888220443e-100,9.7510350882057e-99,217.751346950805,"C3orf25"
"cg00219816",0.315613005749573,0.56821295242896,26.1753436733421,6.34236368551638e-105,3.34415741359159e-103,228.233212213651,"C8orf37"
"cg00221718",0.28390903979244,0.325955952565202,27.4887384002832,2.33697577155663e-112,1.78038676337449e-110,245.343793503419,NA
"cg00225858",0.32933259906972,0.594947227312877,24.810876321089,3.36937839281596e-97,1.25896883472191e-95,210.453444713648,"ADAD2"
"cg00225858",0.32933259906972,0.594947227312877,24.810876321089,3.36937839281596e-97,1.25896883472191e-95,210.453444713648,"ADAD2"
"cg00225902",-0.221950162826192,0.738520763588693,-17.2849978707212,9.6873364376041e-56,9.23897985540627e-55,115.10391762717,"LRIG1"
"cg00227093",0.201637899417716,0.399401885554494,25.7977034199918,8.72893622404314e-103,4.17267129569677e-101,223.310724819762,"SYNPO"
"cg00228735",0.207574310353777,0.33669343323301,26.2833818561834,1.55030995658511e-105,8.40957188330898e-104,229.641447869008,NA
"cg00231966",0.212833448756497,0.3303815203753,20.2075392152427,1.93568572507036e-71,3.02085683417928e-70,151.192371812488,"HEXDC"
"cg00231966",0.212833448756497,0.3303815203753,20.2075392152427,1.93568572507036e-71,3.02085683417928e-70,151.192371812488,"C17orf101"
"cg00231966",0.212833448756497,0.3303815203753,20.2075392152427,1.93568572507036e-71,3.02085683417928e-70,151.192371812488,"C17orf101"
"cg00232092",0.292643882114182,0.608302467221513,28.5682959527072,1.87387142059738e-118,2.04841446210087e-116,259.376640155591,"FBXL18"
"cg00235484",0.353193361224237,0.493574342221381,25.0971231461495,8.08538128881629e-99,3.24198424341439e-97,214.181314141505,"MAP7"
"cg00240195",0.323949886221265,0.463259629762758,25.4188082079528,1.22059855380254e-100,5.30571541114691e-99,218.372538426439,"NR4A2"
"cg00242341",0.387509457707957,0.496179002851246,35.4192212912166,2.24553600525511e-156,5.94151755664146e-153,346.690062082551,"ARAP1"
"cg00249503",0.21142961523011,0.658045086831676,30.1321826123436,3.03667828607219e-127,6.24808640549441e-125,279.613838642729,"DNAH17"
"cg00251358",-0.255684114513582,0.754343085706647,-25.2178008021689,1.67723840679245e-99,6.91454714230947e-98,215.753427095935,NA
"cg00252934",-0.261444427703557,0.671746116679237,-26.5679165638815,3.79522283748469e-107,2.21369080635357e-105,233.349919389253,"DCLK3"
"cg00253228",0.222528040449196,0.432884736086755,28.7724920861212,1.32409243444172e-119,1.56134895553937e-117,262.025960070647,"PLEC1"
"cg00253228",0.222528040449196,0.432884736086755,28.7724920861212,1.32409243444172e-119,1.56134895553937e-117,262.025960070647,"PLEC1"
"cg00253228",0.222528040449196,0.432884736086755,28.7724920861212,1.32409243444172e-119,1.56134895553937e-117,262.025960070647,"PLEC1"
"cg00253228",0.222528040449196,0.432884736086755,28.7724920861212,1.32409243444172e-119,1.56134895553937e-117,262.025960070647,"PLEC1"
"cg00255699",-0.366620906727132,0.612767329655566,-26.9540091932644,2.47539355081723e-109,1.59862865864674e-107,238.380669440922,"TRIT1"
"cg00257775",0.273751597772887,0.34176193765913,23.8674545974199,7.22902701450489e-92,2.19796717948645e-90,198.184519201871,"ZFAND3"
"cg00259404",0.378660808267849,0.435441669466242,27.9556466566221,5.37047229281273e-115,4.75236905984744e-113,251.417833877474,"TRIM27"
"cg00260201",0.224142762680308,0.308264066661095,25.6242812089263,8.37667995329979e-102,3.83065895988513e-100,221.050345509363,"PRR15L"
"cg00261690",0.377024921654725,0.531026708422556,29.4043100943716,3.68602964578443e-123,5.54071485489735e-121,270.211014346099,"RCC1"
"cg00261690",0.377024921654725,0.531026708422556,29.4043100943716,3.68602964578443e-123,5.54071485489735e-121,270.211014346099,"RCC1"
"cg00261690",0.377024921654725,0.531026708422556,29.4043100943716,3.68602964578443e-123,5.54071485489735e-121,270.211014346099,"SNHG3-RCC1"
"cg00261690",0.377024921654725,0.531026708422556,29.4043100943716,3.68602964578443e-123,5.54071485489735e-121,270.211014346099,"RCC1"
"cg00261690",0.377024921654725,0.531026708422556,29.4043100943716,3.68602964578443e-123,5.54071485489735e-121,270.211014346099,"SNHG3-RCC1"
"cg00261690",0.377024921654725,0.531026708422556,29.4043100943716,3.68602964578443e-123,5.54071485489735e-121,270.211014346099,"SNHG3-RCC1"
"cg00263248",-0.347377974379978,0.608343837024689,-22.0284785125722,1.55759008353817e-81,3.33382045540042e-80,174.409862978776,"C14orf64"
"cg00263856",0.203687392396563,0.639651907716052,20.1063660906372,6.95112017813656e-71,1.06637343707267e-69,149.915598217518,"ZNF519"
"cg00269725",0.23205702960678,0.657505218876865,18.1868109600804,1.68436144565563e-60,1.87122643251707e-59,126.041969091409,NA
"cg00277591",-0.352865350688253,0.587346431488306,-23.1602121184845,6.99541746685264e-88,1.85418724026355e-86,189.013519957423,"ANKFY1"
"cg00278392",0.369208163448424,0.435531958308976,26.1935789226648,5.00012824921054e-105,2.64971073640203e-103,228.470904487282,NA
"cg00280235",0.265238830613276,0.377248165722643,26.4243441733606,2.46706131100437e-106,1.38061755268752e-104,231.478749408931,"NRCAM"
"cg00280235",0.265238830613276,0.377248165722643,26.4243441733606,2.46706131100437e-106,1.38061755268752e-104,231.478749408931,"NRCAM"
"cg00280235",0.265238830613276,0.377248165722643,26.4243441733606,2.46706131100437e-106,1.38061755268752e-104,231.478749408931,"NRCAM"
"cg00280235",0.265238830613276,0.377248165722643,26.4243441733606,2.46706131100437e-106,1.38061755268752e-104,231.478749408931,"NRCAM"
"cg00287915",0.218346451553828,0.233466471951859,33.3883972551649,2.58798962318471e-145,2.08865750062899e-142,321.218436115468,"LPCAT1"
"cg00289503",0.242476579094916,0.351252983367671,24.5139432433795,1.61055572470312e-95,5.63399388672571e-94,206.588595950975,"COL9A3"
"cg00291213",0.320233551001187,0.391583465907352,31.611956654583,1.68182756392023e-135,6.33068158717471e-133,298.623857293849,"RUNX1"
"cg00291366",0.20165002764468,0.456917678748061,18.6962356826917,3.17117929265102e-63,3.83608155628649e-62,132.305995371162,NA
"cg00291478",-0.226141870715386,0.580589998005188,-20.7369919911249,2.34745249018434e-74,3.9942533998021e-73,157.898967235672,"RGS10"
"cg00295182",-0.230147321505909,0.658690068731656,-20.4411393989492,1.0053488805531e-72,1.63066182847424e-71,154.146336982025,"PANK4"
"cg00295780",0.251310975148291,0.526393548573116,24.8501929261977,2.01885504466262e-97,7.61134090094771e-96,210.965364632468,"SDCCAG8"
"cg00298324",0.217356709033453,0.244958112594688,23.9617419796729,2.12268243183527e-92,6.57052770288818e-91,199.409142168786,"FAM110A"
"cg00298324",0.217356709033453,0.244958112594688,23.9617419796729,2.12268243183527e-92,6.57052770288818e-91,199.409142168786,"FAM110A"
"cg00300046",-0.221436079846587,0.815572117673278,-21.7931050266885,3.21069168709507e-80,6.58188159078078e-79,171.386820967137,"PRKCZ"
"cg00300046",-0.221436079846587,0.815572117673278,-21.7931050266885,3.21069168709507e-80,6.58188159078078e-79,171.386820967137,"PRKCZ"
"cg00300046",-0.221436079846587,0.815572117673278,-21.7931050266885,3.21069168709507e-80,6.58188159078078e-79,171.386820967137,"PRKCZ"
"cg00300303",0.247704751827653,0.594535202449967,28.0971877376877,8.52563751914722e-116,7.90461121403836e-114,253.257796790286,NA
"cg00311035",0.228185354888321,0.433774520416635,25.053522893998,1.42717362225167e-98,5.65535984330562e-97,213.613383370241,"C7orf41"
"cg00317577",0.217758710396317,0.588387937551764,28.0544530813442,1.48599736737138e-115,1.35744794439589e-113,252.702340275451,"CPEB1"
"cg00317577",0.217758710396317,0.588387937551764,28.0544530813442,1.48599736737138e-115,1.35744794439589e-113,252.702340275451,"CPEB1"
"cg00317577",0.217758710396317,0.588387937551764,28.0544530813442,1.48599736737138e-115,1.35744794439589e-113,252.702340275451,"CPEB1"
"cg00317577",0.217758710396317,0.588387937551764,28.0544530813442,1.48599736737138e-115,1.35744794439589e-113,252.702340275451,"CPEB1"
"cg00323915",-0.408693658666111,0.577367772440091,-27.3727636224848,1.05799587357873e-111,7.7596597015451e-110,243.834135280402,"GIMAP4"
"cg00324097",-0.231234551937839,0.374151479679798,-23.8810448100446,6.05873561055944e-92,1.84648599165058e-90,198.36100617315,"SEPT9"
"cg00324097",-0.231234551937839,0.374151479679798,-23.8810448100446,6.05873561055944e-92,1.84648599165058e-90,198.36100617315,"SEPT9"
"cg00324097",-0.231234551937839,0.374151479679798,-23.8810448100446,6.05873561055944e-92,1.84648599165058e-90,198.36100617315,"SEPT9"
"cg00324097",-0.231234551937839,0.374151479679798,-23.8810448100446,6.05873561055944e-92,1.84648599165058e-90,198.36100617315,"SEPT9"
"cg00324097",-0.231234551937839,0.374151479679798,-23.8810448100446,6.05873561055944e-92,1.84648599165058e-90,198.36100617315,"SEPT9"
"cg00324097",-0.231234551937839,0.374151479679798,-23.8810448100446,6.05873561055944e-92,1.84648599165058e-90,198.36100617315,"SEPT9"
"cg00328376",0.298563036768366,0.29286085239738,29.5431972237329,6.11258270053292e-124,9.77954872915213e-122,272.007521013979,"SKAP2"
"cg00329447",0.205689797193103,0.496549072484564,28.7124454693035,2.88568472836457e-119,3.33325686086988e-117,261.247081491108,"PLEC1"
"cg00329447",0.205689797193103,0.496549072484564,28.7124454693035,2.88568472836457e-119,3.33325686086988e-117,261.247081491108,"PLEC1"
"cg00329447",0.205689797193103,0.496549072484564,28.7124454693035,2.88568472836457e-119,3.33325686086988e-117,261.247081491108,"PLEC1"
"cg00329615",0.234809348549703,0.440906895705941,24.2264492529275,6.79063077069806e-94,2.23482780338569e-92,202.849278169186,"IGSF11"
"cg00329615",0.234809348549703,0.440906895705941,24.2264492529275,6.79063077069806e-94,2.23482780338569e-92,202.849278169186,"IGSF11"
"cg00329618",0.274576510948307,0.445391310242831,24.9560580990593,5.08239817037673e-98,1.96744207681508e-96,212.343960199697,"DTX1"
"cg00332146",0.270927764808056,0.288994654242578,29.6933451632129,8.77302587900327e-125,1.48166550131865e-122,273.948488724151,"PCDH24"
"cg00333528",0.256325578072633,0.328067159863978,28.1254222190566,5.90640528409962e-116,5.5180069998074e-114,253.624747651511,"GABRR1"
"cg00333528",0.256325578072633,0.328067159863978,28.1254222190566,5.90640528409962e-116,5.5180069998074e-114,253.624747651511,"GABRR1"
"cg00335124",0.335684495525315,0.457496036764,19.0242110418633,5.42180071461725e-65,6.92773227543269e-64,136.36819752424,"PDE4D"
"cg00335124",0.335684495525315,0.457496036764,19.0242110418633,5.42180071461725e-65,6.92773227543269e-64,136.36819752424,"PDE4D"
"cg00335124",0.335684495525315,0.457496036764,19.0242110418633,5.42180071461725e-65,6.92773227543269e-64,136.36819752424,"PDE4D"
